




============================================================================
============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================
============================================================================













============================================================================
Função: Beale
============================================================================
parameter;GEOreal1_P;AGEOreal1_P;
10189;1,5;1,1099714511021428;
10190;1,5;1,2748297236841883;
10191;1,5;1,102246444969399;
10192;1,5;1,2239872196998742;
10193;1,5;1,3884464285360292;
10194;1,5;1,495997691020264;
10195;1,5;1,5625439359039803;
10196;1,5;1,0655712311902383;
10197;1,5;1,08408162310154;
10198;1,5;1,1947335611576684;
10199;1,5;1,1951451886146354;
10200;1,5;1,3130342683539997;
10201;1,5;1,1930406344126752;
10202;1,5;1,311326985962533;
10203;1,5;1,4375604956771895;
10204;1,5;1,4561134051572384;
10205;1,5;1,222160058951664;
10206;1,5;1,2124840560676131;
10207;1,5;1,2059082601048516;
10208;1,5;1,2511631724354075;
10209;1,5;1,147951506908925;
10210;1,5;1,2617644193449362;
10211;1,5;1,321839081073904;
10212;1,5;1,2160182540468867;
10213;1,5;1,0548741121061305;
10214;1,5;1,2004354877067174;
10215;1,5;1,0031909818329265;
10216;1,5;1,1030764874094838;
10217;1,5;1,1744608070197395;
10218;1,5;1,134439419872143;
10219;1,5;1,2218315946875693;
10220;1,5;1,1996065267731928;
10221;1,5;1,2380823539081771;
10222;1,5;1,4022744308118285;
10223;1,5;1,5058074102454304;
10224;1,5;1,3451898490349221;
10225;1,5;1,0158745516950074;
10226;1,5;1,0581953582535604;
10227;1,5;1,187978784848242;
10228;1,5;1,1958045578831138;
10229;1,5;1,1752446408761037;
10230;1,5;1,2325358447788337;
10231;1,5;0,9685620295494161;
10232;1,5;0,8224406750279926;
10233;1,5;0,8952773336215641;
10234;1,5;1,1336869305581938;
10235;1,5;1,1965601780399462;
10236;1,5;1,0610999356133066;
10237;1,5;1,218212041835784;
10238;1,5;1,2126923728968797;
10239;1,5;1,1131829300618883;
10240;1,5;1,1642984904434237;
10241;1,5;1,2079478610114076;
10242;1,5;1,2050138742354857;
10243;1,5;1,0769864084658232;
10244;1,5;1,3863073806260506;
10245;1,5;1,163638627570171;
10246;1,5;1,0443139168628388;
10247;1,5;1,2833450558603599;
10248;1,5;1,4879985122481334;
10249;1,5;1,6832108309846845;
10250;1,5;1,6003333068241867;
10251;1,5;1,3736590949852607;
10252;1,5;1,141099429699073;
10253;1,5;1,035438459300412;
10254;1,5;1,1591148460136764;
10255;1,5;1,2574227773088205;
10256;1,5;1,0320030736736527;
10257;1,5;1,189226008864644;
10258;1,5;1,325365018430434;
10259;1,5;1,1991835835811329;
10260;1,5;1,1309138633159135;
10261;1,5;1,004560774261324;
10262;1,5;1,2917116326823004;
10263;1,5;1,0873297622891023;
10264;1,5;1,1198260937707758;
10265;1,5;1,0156533194077213;
10266;1,5;1,1156827920523396;
10267;1,5;1,1473732617392662;
10268;1,5;1,017628891017127;
10269;1,5;1,162766883308702;
10270;1,5;1,259535556273845;
10271;1,5;1,2461749814781817;
10272;1,5;1,448288748569796;
10273;1,5;1,3233513678864204;
10274;1,5;1,2370803561321995;
10275;1,5;0,9420043463387131;
10276;1,5;1,1462926793248667;
10277;1,5;1,2076384274779186;
10278;1,5;1,3833648979693924;
10279;1,5;1,4569737056582985;
10280;1,5;1,4306668004093503;
10281;1,5;1,1424480088802587;
10282;1,5;1,0235213736583513;
10283;1,5;0,9115366904784711;
10284;1,5;1,0242806221958036;
10285;1,5;1,0215565823010075;
10286;1,5;0,9813931981891155;
10287;1,5;0,9305082734661277;
10288;1,5;0,7976838835386117;
10289;1,5;0,9675298246663235;
10290;1,5;0,9902118794099977;
10291;1,5;1,0142037345562684;
10292;1,5;1,1280328988552957;
10293;1,5;1,07496942885616;
10294;1,5;1,2612629206116452;
10295;1,5;1,470996350973384;
10296;1,5;1,3861674344384918;
10297;1,5;1,488911339474304;
10298;1,5;1,2482043160824021;
10299;1,5;1,1231897033545024;
10300;1,5;0,9328995534156992;
10301;1,5;1,0507300094807348;
10302;1,5;0,9184597471612993;
10303;1,5;1,0274988116068275;
10304;1,5;1,0393037727948375;
10305;1,5;0,9000162237057231;
10306;1,5;0,9630290168803303;
10307;1,5;0,7931947998276198;
10308;1,5;0,9327967334208864;
10309;1,5;1,012683469989793;
10310;1,5;1,301655675941112;
10311;1,5;1,3258369274510322;
10312;1,5;1,2508321218384848;
10313;1,5;1,1402794138028698;
10314;1,5;1,167529508633351;
10315;1,5;1,0234447144630414;
10316;1,5;0,9506183345698592;
10317;1,5;1,1265013051395003;
10318;1,5;1,4027751491823652;
10319;1,5;1,0590618187843426;
10320;1,5;1,0962249857576156;
10321;1,5;1,1497493087250217;
10322;1,5;1,2475549172358988;
10323;1,5;1,1782651540082933;
10324;1,5;1,1624203087024285;
10325;1,5;1,0950307737759006;
10326;1,5;1,1336441989154837;
10327;1,5;1,1421620310856615;
10328;1,5;0,9203325785799904;
10329;1,5;0,9095153140111246;
10330;1,5;1,0477200242114917;
10331;1,5;1,0487350771686246;
10332;1,5;0,8790417430199866;
10333;1,5;0,8282034357426222;
10334;1,5;1,0023602172772035;
10335;1,5;1,1402565065129775;
10336;1,5;1,0872701974638725;
10337;1,5;1,0802327136804644;
10338;1,5;1,0186394384869357;
10339;1,5;0,8430031876191771;
10340;1,5;0,9446191987899676;
10341;1,5;1,0479081091585511;
10342;1,5;1,1608824255473271;
10343;1,5;1,337117682900853;
10344;1,5;0,9617050498987693;
10345;1,5;1,0303828842454485;
10346;1,5;0,8625313564418075;
10347;1,5;0,9117983797746719;
10348;1,5;1,0738511081871396;
10349;1,5;1,024308789172329;
10350;1,5;1,0725728284237224;
10351;1,5;0,9759447484965805;
10352;1,5;0,9769440410049213;
10353;1,5;1,1421278792445717;
10354;1,5;1,0205867874801031;
10355;1,5;1,1774505651716722;
10356;1,5;1,1160339313449634;
10357;1,5;0,8887463466216896;
10358;1,5;1,103296856315556;
10359;1,5;1,1860280011967448;
10360;1,5;1,0332629985943533;
10361;1,5;1,159738734283868;
10362;1,5;1,2102055774884204;
10363;1,5;1,0563582444391562;
10364;1,5;1,1601617801407231;
10365;1,5;1,4649094088301893;
10366;1,5;1,3250854640882743;
10367;1,5;1,3629143771392387;
10368;1,5;1,1807459980069026;
10369;1,5;1,161433261326926;
10370;1,5;1,1065427342233154;
10371;1,5;0,9853821345780268;
10372;1,5;1,0744243399169187;
10373;1,5;1,1806587695235475;
10374;1,5;1,042598671157582;
10375;1,5;0,9424517731615674;
10376;1,5;0,8719786076258497;
10377;1,5;0,9056232573600622;
10378;1,5;1,02018056380912;
10379;1,5;1,0819610164510167;
10380;1,5;1,1604081346425155;
10381;1,5;1,2995402768140254;
10382;1,5;1,289772766911241;
10383;1,5;1,1623862194838572;
10384;1,5;1,255636508148613;
10385;1,5;1,264762287140268;
10386;1,5;1,1574797844402709;
10387;1,5;1,170700834274236;
10388;1,5;1,0166675220869366;
10389;1,5;1,1494076911707356;
10390;1,5;1,0797382671069282;
10391;1,5;1,456549314139623;
10392;1,5;1,5822212630491732;
10393;1,5;1,4993222854819601;
10394;1,5;1,301507942524511;
10395;1,5;1,2135405811620872;
10396;1,5;1,0834564611154254;
10397;1,5;1,1806677956284173;
10398;1,5;1,3846556434417603;
10399;1,5;1,2747910271402725;
10400;1,5;1,3467205114404055;
10401;1,5;1,2536844506575326;
10402;1,5;1,2262257919989037;
10403;1,5;1,2725508944037978;
10404;1,5;1,2662845451104374;
10405;1,5;1,317555762613059;
10406;1,5;1,0828426956484596;
10407;1,5;1,4862409752532189;
10408;1,5;1,6527765027707177;
10409;1,5;1,544387625438269;
10410;1,5;1,3968671338855725;
10411;1,5;1,4211149533625476;
10412;1,5;1,4468102440403794;
10413;1,5;1,3904690039563627;
10414;1,5;1,1826482937023242;
10415;1,5;1,2940773427098013;
10416;1,5;1,1724367365165733;
10417;1,5;1,1326248446374376;
10418;1,5;1,1180727630574514;
10419;1,5;1,0662767394159771;
10420;1,5;1,1880702663918108;
10421;1,5;1,1840984825921523;
10422;1,5;1,0388458722282659;
10423;1,5;0,886713559231255;
10424;1,5;0,845052577249103;
10425;1,5;0,9536388263341468;
10426;1,5;0,8913116008215067;
10427;1,5;1,026378457739529;
10428;1,5;1,22817990259811;
10429;1,5;1,0983456371314082;
10430;1,5;1,1395388658484056;
10431;1,5;1,168871850685102;
10432;1,5;0,8705437813600266;
10433;1,5;1,0836134046689436;
10434;1,5;1,0352830150052068;
10435;1,5;1,0261496335350235;
10436;1,5;1,097048025123694;
10437;1,5;0,9667105056512092;
10438;1,5;1,0641870055645637;
10439;1,5;1,0316967890593929;
10440;1,5;0,8819045520159005;
10441;1,5;0,8325387728350189;
10442;1,5;0,9829178927501871;
10443;1,5;1,1576089018553584;
10444;1,5;1,1257552055320599;
10445;1,5;1,0405713477919185;
10446;1,5;1,1604297128724197;
10447;1,5;1,0682349260971051;
10448;1,5;1,1438316530051431;
10449;1,5;1,016864830735907;
10450;1,5;0,9802024989746597;
10451;1,5;1,0075370725271482;
10452;1,5;1,048839979638174;
10453;1,5;0,8575622186822298;
10454;1,5;0,9003658344732501;
10455;1,5;0,7344635474841719;
10456;1,5;0,7606428780444185;
10457;1,5;0,7568522368899122;
10458;1,5;0,9627089682875476;
10459;1,5;1,1328460601696697;
10460;1,5;1,2355655085778738;
10461;1,5;1,2518134636211522;
10462;1,5;1,2260663180091813;
10463;1,5;1,048457311400888;
10464;1,5;1,2756074411706562;
10465;1,5;1,3189526129836333;
10466;1,5;1,1273172372515396;
10467;1,5;1,1427888513295898;
10468;1,5;0,9476880732186407;
10469;1,5;0,9695974049063881;
10470;1,5;0,9736640941212993;
10471;1,5;0,945934367341833;
10472;1,5;1,0667705448418732;
10473;1,5;1,1330618976236906;
10474;1,5;1,2897053136822467;
10475;1,5;1,198073732206679;
10476;1,5;1,2301944047987585;
10477;1,5;0,9605373631087153;
10478;1,5;0,9635657662502811;
10479;1,5;0,9116666524837943;
10480;1,5;1,1666016146729774;
10481;1,5;1,0903946067844017;
10482;1,5;1,1836148519965048;
10483;1,5;1,1639083916438806;
10484;1,5;0,8879597107914322;
10485;1,5;1,096902004981147;
10486;1,5;1,0943688061666899;
10487;1,5;0,943467494775329;
10488;1,5;0,8164433060079846;
10489;1,5;1,0397890843664248;
10490;1,5;1,1801242435757222;
10491;1,5;0,9464037731036562;
10492;1,5;1,0680593776035172;
10493;1,5;1,1138489329461527;
10494;1,5;0,9334235783634433;
10495;1,5;1,2325042173217993;
10496;1,5;1,3519665023855534;
10497;1,5;1,119724804580506;
10498;1,5;0,9854871429837287;
10499;1,5;1,06129747480791;
10500;1,5;1,164014215076779;
10501;1,5;1,1342634117125914;
10502;1,5;0,9892680710776235;
10503;1,5;0,8859951236757185;
10504;1,5;0,9170974848147132;
10505;1,5;1,0488828080512047;
10506;1,5;0,9987913237802688;
10507;1,5;1,0277047213122101;
10508;1,5;0,6830449239036678;
10509;1,5;0,9981860992553774;
10510;1,5;1,0057079148028192;
10511;1,5;0,9507515101146569;
10512;1,5;1,0862095403892138;
10513;1,5;1,2958173509819277;
10514;1,5;1,2164020715018549;
10515;1,5;1,0579731794745268;
10516;1,5;1,3414348201259079;
10517;1,5;0,9090517517101662;
10518;1,5;0,8870569694546661;
10519;1,5;0,989219056306836;
10520;1,5;1,2635222580387526;
10521;1,5;1,1323301390870602;
10522;1,5;1,2837215177012584;
10523;1,5;0,8675805710202487;
10524;1,5;1,0080185637418517;
10525;1,5;0,9441345657732583;
10526;1,5;0,9669827890190041;
10527;1,5;0,8613469543638623;
10528;1,5;1,0393780031172308;
10529;1,5;1,0131292817624307;
10530;1,5;0,8570030932723209;
10531;1,5;0,873003568559687;
10532;1,5;1,0076009810300675;
10533;1,5;1,0978487871859555;
10534;1,5;1,2080326273992954;
10535;1,5;1,272400870243796;
10536;1,5;1,4660932241266744;
10537;1,5;1,2201618810971737;
10538;1,5;1,3185178471530572;
10539;1,5;1,3070287264311908;
10540;1,5;1,333165040258252;
10541;1,5;1,414056134813227;
10542;1,5;0,9794917405968192;
10543;1,5;0,8808228705820579;
10544;1,5;0,9035972946262955;
10545;1,5;1,0787818457518634;
10546;1,5;1,290280941358076;
10547;1,5;1,420677974605951;
10548;1,5;1,3540122000295676;
10549;1,5;1,2025865683050598;
10550;1,5;1,1576436334859432;
10551;1,5;1,2111285489797938;
10552;1,5;1,396362228140275;
10553;1,5;1,4727573399263025;
10554;1,5;1,3410101059089778;
10555;1,5;1,0849357761935725;
10556;1,5;1,3279969708335377;
10557;1,5;1,400641006254219;
10558;1,5;1,4525911704318981;
10559;1,5;1,1890340432266018;
10560;1,5;1,3868300629148307;
10561;1,5;1,5394501579465532;
10562;1,5;1,5467463589485881;
10563;1,5;1,5098833467327415;
10564;1,5;1,4571885680022698;
10565;1,5;1,5095737354280605;
10566;1,5;1,473946892589796;
10567;1,5;1,4631774270026887;
10568;1,5;1,7412648502606107;
10569;1,5;1,8323981658000603;
10570;1,5;1,4972983202533665;
10571;1,5;1,3351031947347638;
10572;1,5;1,1743411071956276;
10573;1,5;1,1875052325032438;
10574;1,5;1,0819890513580097;
10575;1,5;0,9458626951015023;
10576;1,5;1,1360416104172801;
10577;1,5;1,1394475595903977;
10578;1,5;1,1435805127098424;
10579;1,5;1,1166308390094826;
10580;1,5;1,1651230241583697;
10581;1,5;1,4741400377833245;
10582;1,5;1,557149680694322;
10583;1,5;1,3710835097310765;
10584;1,5;1,255445033125129;
10585;1,5;0,843592150470613;
10586;1,5;0,998086273799944;
10587;1,5;0,938181801096365;
10588;1,5;0,8211777964777067;
10589;1,5;0,9101597474641651;
10590;1,5;0,8510777981006138;
10591;1,5;1,080035317900638;
10592;1,5;1,1144694853518438;
10593;1,5;0,9736447215521672;
10594;1,5;1,0986688439034107;
10595;1,5;1,097531626606267;
10596;1,5;1,428809025309835;
10597;1,5;1,2118734165553866;
10598;1,5;1,180247067551869;
10599;1,5;1,2269482608356346;
10600;1,5;1,1627660463625642;
10601;1,5;1,3346977741031762;
10602;1,5;1,2859817294451676;
10603;1,5;1,2565893601976792;
10604;1,5;1,0430363551537034;
10605;1,5;0,8205582675790593;
10606;1,5;0,89230375234476;
10607;1,5;0,9095906159277215;
10608;1,5;1,0050915674347025;
10609;1,5;1,0638154972573852;
10610;1,5;1,1498738798237855;
10611;1,5;1,080308704545685;
10612;1,5;1,0086101175619564;
10613;1,5;1,0331679858629685;
10614;1,5;1,2088098924227892;
10615;1,5;1,3836906318306013;
10616;1,5;1,475084516840078;
10617;1,5;1,2856054206726968;
10618;1,5;1,3599010243116358;
10619;1,5;1,4342520906327523;
10620;1,5;0,8706119981540527;
10621;1,5;0,947751507018595;
10622;1,5;1,2135222480947552;
10623;1,5;1,1282731261006673;
10624;1,5;1,1861582295487816;
10625;1,5;1,114816483965594;
10626;1,5;1,1615295169746136;
10627;1,5;0,9749282116564851;
10628;1,5;1,046512796459552;
10629;1,5;1,2907716245174305;
10630;1,5;1,2224298228819999;
10631;1,5;1,1813230175089169;
10632;1,5;1,057756554428319;
10633;1,5;1,3647857370139322;
10634;1,5;1,364950895370072;
10635;1,5;1,1426418614221991;
10636;1,5;1,1079772325210964;
10637;1,5;1,3019914513393902;
10638;1,5;1,0766225801072713;
10639;1,5;0,8894913624031489;
10640;1,5;0,998083963942561;
10641;1,5;0,9037376872564251;
10642;1,5;1,1404908247435408;
10643;1,5;1,0030765727804765;
10644;1,5;1,0111395171213402;
10645;1,5;1,098439309404732;
10646;1,5;1,117583210748637;
10647;1,5;1,153668236141152;
10648;1,5;1,0344253796196068;
10649;1,5;1,0233866257003903;
10650;1,5;1,2125631967744008;
10651;1,5;1,1096850322613894;
10652;1,5;1,3808324329254549;
10653;1,5;1,3843431000382551;
10654;1,5;1,0169077272617686;
10655;1,5;1,0138046384269588;
10656;1,5;1,1608561217936753;
10657;1,5;1,0594746724452315;
10658;1,5;1,053601827358897;
10659;1,5;1,126033657474745;
10660;1,5;1,3012996858752275;
10661;1,5;1,3668161848724332;
10662;1,5;1,1941136902393663;
10663;1,5;1,1424497596628784;
10664;1,5;1,0409272565104237;
10665;1,5;1,1499879924374357;
10666;1,5;0,9488068581881349;
10667;1,5;0,9077948943294557;
10668;1,5;0,8507058535687473;
10669;1,5;0,7949944712804163;
10670;1,5;1,0068807843047298;
10671;1,5;1,009326561936112;
10672;1,5;1,1988090499099535;
10673;1,5;1,0888347272426235;
10674;1,5;1,284984203511207;
10675;1,5;1,2748273330867774;
10676;1,5;1,252429539456457;
10677;1,5;1,4430797524824095;
10678;1,5;1,5540764638920979;
10679;1,5;1,3666701148551743;
10680;1,5;1,3282727400813379;
10681;1,5;1,273946825260955;
10682;1,5;0,9723878276684982;
10683;1,5;0,9528964644718124;
10684;1,5;1,0464088619352323;
10685;1,5;1,1083204806464044;
10686;1,5;1,1164241215738318;
10687;1,5;1,2145538928660524;
10688;1,5;1,1179457747835302;
10689;1,5;1,1114820514136865;
10690;1,5;1,263655044349797;
10691;1,5;1,258531231299802;
10692;1,5;1,3386963602234954;
10693;1,5;1,3855981943120381;
10694;1,5;1,1121975099154349;
10695;1,5;1,185809409467812;
10696;1,5;1,2745912704315536;
10697;1,5;1,2818286861875807;
10698;1,5;1,2751946809656436;
10699;1,5;1,3726860512552266;
10700;1,5;1,1410244124606304;
10701;1,5;0,959897205284021;
10702;1,5;1,207808651647034;
10703;1,5;1,2952693419827124;
10704;1,5;1,4958607664557708;
10705;1,5;1,3798084786730895;
10706;1,5;1,120247767793361;
10707;1,5;1,2265201701199464;
10708;1,5;1,2023228237136008;
10709;1,5;1,2314832873685821;
10710;1,5;1,3733075349068864;
10711;1,5;1,2680555073986703;
10712;1,5;1,1150383072524657;
10713;1,5;1,0768008429816167;
10714;1,5;1,0096071848039918;
10715;1,5;1,1436947720707467;
10716;1,5;1,2810225224134928;
10717;1,5;1,2070736763164416;
10718;1,5;0,6169713361764566;
10719;1,5;0,7662111994485522;
10720;1,5;0,851364855167239;
10721;1,5;1,0539645961186657;
10722;1,5;0,9844474491427474;
10723;1,5;1,091655078836849;
10724;1,5;0,9611493311703855;
10725;1,5;0,9788698809362226;
10726;1,5;1,1172262268828832;
10727;1,5;1,3664227739330157;
10728;1,5;1,327274963570509;
10729;1,5;1,4342882184565018;
10730;1,5;1,6045358118500674;
10731;1,5;1,3593373312439199;
10732;1,5;1,1992499272420685;
10733;1,5;1,2101229027193392;
10734;1,5;1,462740719862108;
10735;1,5;1,3932124549855334;
10736;1,5;1,365265663194662;
10737;1,5;1,3611946893733016;
10738;1,5;1,426144058846876;
10739;1,5;1,3994679167617456;
10740;1,5;1,2433465410000815;
10741;1,5;1,3240275098593761;
10742;1,5;1,088334735287404;
10743;1,5;1,1234309019931912;
10744;1,5;1,13191787927483;
10745;1,5;0,9257466083110006;
10746;1,5;1,0034373459584747;
10747;1,5;1,078672258562722;
10748;1,5;1,0186523405594108;
10749;1,5;1,1360724666597561;
10750;1,5;1,2359144115666587;
10751;1,5;1,1248159639500017;
10752;1,5;1,2166560127080719;
10753;1,5;1,0996490438707132;
10754;1,5;0,9608977798577542;
10755;1,5;0,8108351732440957;
10756;1,5;0,9893682667387477;
10757;1,5;1,0322336640024217;
10758;1,5;1,248398708878739;
10759;1,5;0,9112032389593485;
10760;1,5;1,1223760693330356;
10761;1,5;1,0199485856321822;
10762;1,5;1,0402154234329994;
10763;1,5;1,070141329291628;
10764;1,5;1,020017759659634;
10765;1,5;0,9586249829981115;
10766;1,5;1,0678354212801513;
10767;1,5;1,2419373649086185;
10768;1,5;1,17857126885766;
10769;1,5;1,0212094080252831;
10770;1,5;0,8015430100373587;
10771;1,5;0,8446449804948517;
10772;1,5;0,8182035603213106;
10773;1,5;0,7832259015240978;
10774;1,5;0,9755217614972427;
10775;1,5;0,868199739867901;
10776;1,5;0,9749069688866677;
10777;1,5;1,0904759751056476;
10778;1,5;1,1250142522190445;
10779;1,5;1,0437039823147507;
10780;1,5;1,265109946459453;
10781;1,5;1,1990197454095717;
10782;1,5;1,3712754626935735;
10783;1,5;1,2052603688249561;
10784;1,5;1,162712731063855;
10785;1,5;1,1199076234553391;
10786;1,5;1,0817801123798525;
10787;1,5;0,9075939143634854;
10788;1,5;1,0600914546296436;
10789;1,5;1,0993812604767836;
10790;1,5;1,132705122458958;
10791;1,5;1,0436575524965213;
10792;1,5;0,9676588584736215;
10793;1,5;1,046441897404519;
10794;1,5;1,243394461585057;
10795;1,5;0,9313835440076447;
10796;1,5;1,0806894492171562;
10797;1,5;1,2050635939476761;
10798;1,5;1,3689681264064728;
10799;1,5;1,2673216928377993;
10800;1,5;1,256500884025528;
10801;1,5;1,5312004653410016;
10802;1,5;1,699283666192005;
10803;1,5;1,3665377928612257;
10804;1,5;1,153331742274202;
10805;1,5;0,9530052376658141;
10806;1,5;1,2810263712287602;
10807;1,5;1,414513710504056;
10808;1,5;0,9796599693132143;
10809;1,5;1,166750401185473;
10810;1,5;1,179541424227365;
10811;1,5;1,3196114188998451;
10812;1,5;1,308520897761972;
10813;1,5;1,184470482770798;
10814;1,5;1,200072640770703;
10815;1,5;1,2733521066005768;
10816;1,5;1,1101225483756518;
10817;1,5;1,114711766923547;
10818;1,5;1,130321785120542;
10819;1,5;1,3573997867293348;
10820;1,5;1,4198325304346961;
10821;1,5;1,3813521650229952;
10822;1,5;1,4417172321799308;
10823;1,5;1,2673794302321921;
10824;1,5;1,0930404360893233;
10825;1,5;1,1646576610507384;
10826;1,5;1,2824223271151203;
10827;1,5;1,0710496171302673;
10828;1,5;0,9276144335850436;
10829;1,5;1,127860401538083;
10830;1,5;1,0980474433750402;
10831;1,5;1,1995867732286472;
10832;1,5;1,020589458051102;
10833;1,5;1,0303127562701122;
10834;1,5;1,1430528175701629;
10835;1,5;1,1961577448069545;
10836;1,5;1,3850906658436466;
10837;1,5;1,622434358434849;
10838;1,5;1,6642075605337008;
10839;1,5;1,4261096709757959;
10840;1,5;1,1789620336992988;
10841;1,5;1,159003242273918;
10842;1,5;1,1916308069957415;
10843;1,5;1,2712098209532168;
10844;1,5;1,0585126018132418;
10845;1,5;0,7734520249516345;
10846;1,5;0,8456848290493503;
10847;1,5;0,9585546100359116;
10848;1,5;0,8084504464851808;
10849;1,5;0,755992454050139;
10850;1,5;0,9519008773897202;
10851;1,5;0,895760005434727;
10852;1,5;1,0152466358700643;
10853;1,5;0,84224407842136;
10854;1,5;1,0866122922118535;
10855;1,5;1,0940007823225706;
10856;1,5;1,2598056255711483;
10857;1,5;1,4513503591479686;
10858;1,5;1,3348381965163119;
10859;1,5;1,0660455560584499;
10860;1,5;1,0631565979407953;
10861;1,5;1,0103588328966633;
10862;1,5;0,9880124242548847;
10863;1,5;1,193332568306962;
10864;1,5;1,175849731722291;
10865;1,5;1,2835500977417695;
10866;1,5;1,2435594448046023;
10867;1,5;0,988393871384925;
10868;1,5;1,1193754470848847;
10869;1,5;1,1999237094929274;
10870;1,5;1,191864331658319;
10871;1,5;1,3758898238639985;
10872;1,5;1,245253737098833;
10873;1,5;1,068170026065791;
10874;1,5;0,9122317557266737;
10875;1,5;0,7862987856882224;
10876;1,5;0,817435821118727;
10877;1,5;0,9676441516789684;
10878;1,5;1,1079450891254912;
10879;1,5;1,197004530655511;
10880;1,5;1,282000782425095;
10881;1,5;1,3506219287522674;
10882;1,5;1,1700744996617505;
10883;1,5;0,9116707822071377;
10884;1,5;1,0283088669423641;
10885;1,5;1,2522488007437564;
10886;1,5;0,957972490860854;
10887;1,5;0,9949702682942934;
10888;1,5;1,035332618578153;
10889;1,5;1,223365054677647;
10890;1,5;1,3416990033472271;
10891;1,5;1,4125012983430447;
10892;1,5;1,4125707290317064;
10893;1,5;1,2136759758118942;
10894;1,5;1,1913801184667654;
10895;1,5;1,3826070554210395;
10896;1,5;1,3017554004943719;
10897;1,5;1,2152086140436145;
10898;1,5;1,2768326383219983;
10899;1,5;1,3199654162217374;
10900;1,5;1,1517773773931732;
10901;1,5;1,1515353405364508;
10902;1,5;1,1862721827560523;
10903;1,5;1,211472552847019;
10904;1,5;1,1436121956055312;
10905;1,5;1,0278210795987825;
10906;1,5;1,074684224548603;
10907;1,5;1,014452620179155;
10908;1,5;1,101207220214032;
10909;1,5;1,2770713418136521;
10910;1,5;1,3175943668120735;
10911;1,5;1,0752298095934383;
10912;1,5;0,9988667150324994;
10913;1,5;1,154439544467746;
10914;1,5;1,3261625465808045;
10915;1,5;1,0247466409774555;
10916;1,5;1,179007074024258;
10917;1,5;1,2610128461742283;
10918;1,5;1,0050206418775736;
10919;1,5;0,966841852280076;
10920;1,5;0,9263164698968998;
10921;1,5;1,1852609932020575;
10922;1,5;1,3834207437184856;
10923;1,5;1,3349188914036128;
10924;1,5;1,2396911362802914;
10925;1,5;1,1390675469603317;
10926;1,5;1,2221494175142837;
10927;1,5;1,14989158299104;
10928;1,5;0,8662245671944176;
10929;1,5;0,9171439865224625;
10930;1,5;0,9430196536740261;
10931;1,5;1,0829733513003241;
10932;1,5;0,9118556972921265;
10933;1,5;0,9054446036160138;
10934;1,5;0,9088384618828236;
10935;1,5;0,9679679111532395;
10936;1,5;0,9527925863721014;
10937;1,5;1,1795856061666674;
10938;1,5;1,1417487113891922;
10939;1,5;1,0161376876497035;
10940;1,5;1,0526295150069978;
10941;1,5;0,9532925509727849;
10942;1,5;1,2038297345937297;
10943;1,5;0,9937758099220543;
10944;1,5;1,0005435907562246;
10945;1,5;1,0435496093907517;
10946;1,5;1,290926354694601;
10947;1,5;1,3790282932837636;
10948;1,5;1,2795360339998776;
10949;1,5;1,06232679474651;
10950;1,5;1,2567706679182857;
10951;1,5;1,3777166877766025;
10952;1,5;1,1981034793397962;
10953;1,5;1,0996563989571164;
10954;1,5;1,216033618394748;
10955;1,5;1,2960556677474409;
10956;1,5;1,3467880986751795;
10957;1,5;1,265778700147019;
10958;1,5;1,3631104469526312;
10959;1,5;1,0157344191303546;
10960;1,5;1,2833285810317916;
10961;1,5;1,5876429780787586;
10962;1,5;1,387902605283525;
10963;1,5;1,398674133177495;
10964;1,5;1,1959990872304747;
10965;1,5;0,9553064174820531;
10966;1,5;0,8456345546953894;
10967;1,5;0,9604819363475984;
10968;1,5;1,1473825550178822;
10969;1,5;1,2775270307226434;
10970;1,5;1,3325827385662592;
10971;1,5;1,202247436932143;
10972;1,5;1,0306446967846177;
10973;1,5;1,208084814208017;
10974;1,5;1,0628238463077637;
10975;1,5;1,210719429541834;
10976;1,5;1,348584685303387;
10977;1,5;1,4229917577005406;
10978;1,5;1,2998462470929126;
10979;1,5;0,8973053908325922;
10980;1,5;1,0519908520635022;
10981;1,5;1,0040396943155063;
10982;1,5;1,164270074272274;
10983;1,5;1,2694432584678061;
10984;1,5;1,251755769722092;
10985;1,5;1,0136539963590214;
10986;1,5;1,1965046419442953;
10987;1,5;1,1175717029352545;
10988;1,5;1,1378582555502794;
10989;1,5;1,151404832274421;
10990;1,5;1,1969487201402602;
10991;1,5;1,2232009880556227;
10992;1,5;1,2722442687672633;
10993;1,5;1,275847525571922;
10994;1,5;1,4602289626837397;
10995;1,5;1,1455645528572267;
10996;1,5;1,0815093500131054;
10997;1,5;1,002482138811635;
10998;1,5;1,1444812318070818;
10999;1,5;1,3774920078443638;
11000;1,5;1,4561524358484672;
11001;1,5;1,373399752229816;
11002;1,5;1,424817096105913;
11003;1,5;1,5488789884945866;
11004;1,5;1,8006915431400907;
11005;1,5;1,5428109418627238;
11006;1,5;1,362410665211126;
11007;1,5;1,3988051065282572;
11008;1,5;1,1540235305600866;
11009;1,5;0,966449297563303;
11010;1,5;0,7790626568410551;
11011;1,5;0,8921873147190457;
11012;1,5;0,842049966965991;
11013;1,5;1,0485523434495991;
11014;1,5;1,1124819286607501;
11015;1,5;1,1103455756799538;
11016;1,5;1,1620314350052265;
